"kingdom" "phylum" "class" "order" "family" "genus" "binomial" "statut" "category" "code" "name" "stressCode" "stressName" "scope" "severity" "timing" "threat"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Megaerops" "Megaerops kusnotoi" "endemic" "VU" "3.2" "Mining & quarrying" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Energy production and mining"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Megaerops" "Megaerops kusnotoi" "endemic" "VU" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Cynopterus" "Cynopterus titthaecheilus" "endemic" "LC" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Cynopterus" "Cynopterus nusatenggara" "endemic" "LC" NA NA NA NA NA NA NA NA
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Cynopterus" "Cynopterus minutus" "endemic" "LC" NA NA NA NA NA NA NA NA
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Cynopterus" "Cynopterus luzoniensis" "endemic" "LC" NA NA NA NA NA NA NA NA
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dyacopterus" "Dyacopterus rickarti" "endemic" "EN" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dyacopterus" "Dyacopterus rickarti" "endemic" "EN" "1.3" "Tourism & recreation areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dyacopterus" "Dyacopterus rickarti" "endemic" "EN" "1.1" "Housing & urban areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dyacopterus" "Dyacopterus rickarti" "endemic" "EN" "2.2.3" "Scale Unknown/Unrecorded" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dyacopterus" "Dyacopterus rickarti" "endemic" "EN" "6.1" "Recreational activities" "2.2" "Species disturbance" "" "" "Ongoing" "Human intrusions and disturbance"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dyacopterus" "Dyacopterus rickarti" "endemic" "EN" "5.1.2" "Unintentional effects (species is not the target)" "2.1" "Species mortality" "Minority (<50%)" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dyacopterus" "Dyacopterus brooksi" "endemic" "VU" "2.1.3" "Agro-industry farming" "1.1|1.2|2.1|2.2" "Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance" "Majority (50-90%)" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dyacopterus" "Dyacopterus brooksi" "endemic" "VU" "2.1.2" "Small-holder farming" "1.1|1.2|2.1|2.2" "Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance" "Whole (>90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dyacopterus" "Dyacopterus brooksi" "endemic" "VU" "1.1" "Housing & urban areas" "1.1|1.2|2.1|2.2" "Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dyacopterus" "Dyacopterus brooksi" "endemic" "VU" "7.1.3" "Trend Unknown/Unrecorded" "1.2|2.2" "Ecosystem degradation|Species disturbance" "Whole (>90%)" "Slow, Significant Declines" "Ongoing" "Natural system modifications"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dyacopterus" "Dyacopterus brooksi" "endemic" "VU" "5.3.5" "Motivation Unknown/Unrecorded" "1.2|2.2" "Ecosystem degradation|Species disturbance" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Aethalops" "Aethalops aequalis" "endemic" "LC" "7.1.3" "Trend Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Natural system modifications"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Aethalops" "Aethalops aequalis" "endemic" "LC" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Aethalops" "Aethalops aequalis" "endemic" "LC" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Aethalops" "Aethalops aequalis" "endemic" "LC" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Neopteryx" "Neopteryx frosti" "endemic" "EN" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Neopteryx" "Neopteryx frosti" "endemic" "EN" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Neopteryx" "Neopteryx frosti" "endemic" "EN" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Otopteropus" "Otopteropus cartilagonodus" "endemic" "LC" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Otopteropus" "Otopteropus cartilagonodus" "endemic" "LC" "1.1" "Housing & urban areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Otopteropus" "Otopteropus cartilagonodus" "endemic" "LC" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Otopteropus" "Otopteropus cartilagonodus" "endemic" "LC" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Notopteris" "Notopteris neocaledonica" "endemic" "EN" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Notopteris" "Notopteris neocaledonica" "endemic" "EN" "6.3" "Work & other activities" "2.2" "Species disturbance" "" "" "Ongoing" "Human intrusions and disturbance"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Notopteris" "Notopteris neocaledonica" "endemic" "EN" "5.3.3" "Unintentional effects: (subsistence/small scale) [harvest]" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Notopteris" "Notopteris neocaledonica" "endemic" "EN" "5.3.4" "Unintentional effects: (large scale) [harvest]" "2.1|2.2" "Species mortality|Species disturbance" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Notopteris" "Notopteris neocaledonica" "endemic" "EN" "5.3.5" "Motivation Unknown/Unrecorded" "2.1|2.2" "Species mortality|Species disturbance" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Notopteris" "Notopteris neocaledonica" "endemic" "EN" "3.2" "Mining & quarrying" "2.1|2.2" "Species mortality|Species disturbance" "" "" "Ongoing" "Energy production and mining"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Notopteris" "Notopteris neocaledonica" "endemic" "EN" "8.1.1" "Unspecified species" "2.1|2.2" "Species mortality|Species disturbance" "" "" "Ongoing" "Invasive and other problematic species/genes/diseases"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Notopteris" "Notopteris macdonaldi" "endemic" "VU" "6.3" "Work & other activities" "2.2" "Species disturbance" "" "" "Ongoing" "Human intrusions and disturbance"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Notopteris" "Notopteris macdonaldi" "endemic" "VU" "6.1" "Recreational activities" "2.2" "Species disturbance" "" "" "Ongoing" "Human intrusions and disturbance"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Notopteris" "Notopteris macdonaldi" "endemic" "VU" "3.2" "Mining & quarrying" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Energy production and mining"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Notopteris" "Notopteris macdonaldi" "endemic" "VU" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Haplonycteris" "Haplonycteris fischeri" "endemic" "LC" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Haplonycteris" "Haplonycteris fischeri" "endemic" "LC" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Alionycteris" "Alionycteris paucidentata" "endemic" "LC" NA NA NA NA NA NA NA NA
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Aproteles" "Aproteles bulmerae" "endemic" "CR" "7.1.3" "Trend Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Natural system modifications"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Aproteles" "Aproteles bulmerae" "endemic" "CR" "6.3" "Work & other activities" "2.2" "Species disturbance" "" "" "Ongoing" "Human intrusions and disturbance"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Aproteles" "Aproteles bulmerae" "endemic" "CR" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Thoopterus" "Thoopterus nigrescens" "endemic" "LC" NA NA NA NA NA NA NA NA
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris robusta" "endemic" "VU" "2.1.3" "Agro-industry farming" "1.1|1.2|2.1|2.2" "Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris robusta" "endemic" "VU" "3.2" "Mining & quarrying" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Energy production and mining"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris robusta" "endemic" "VU" "1.1" "Housing & urban areas" "1.1|1.2|2.1|2.2" "Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris robusta" "endemic" "VU" "5.1.1" "Intentional use (species is the target)" "1.2|2.1|2.2" "Ecosystem degradation|Species mortality|Species disturbance" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris robusta" "endemic" "VU" "2.2.1" "Small-holder plantations" "1.1|1.2|2.2" "Ecosystem conversion|Ecosystem degradation|Species disturbance" "Minority (<50%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris robusta" "endemic" "VU" "2.1.1" "Shifting agriculture" "1.1|1.2|2.1|2.2" "Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris robusta" "endemic" "VU" "2.1.2" "Small-holder farming" "1.1|1.2|2.1|2.2" "Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris robusta" "endemic" "VU" "2.3.2" "Small-holder grazing, ranching or farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Minority (<50%)" "Causing/Could cause fluctuations" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris robusta" "endemic" "VU" "1.3" "Tourism & recreation areas" "1.1|1.2|2.1" "Ecosystem conversion|Ecosystem degradation|Species mortality" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris robusta" "endemic" "VU" "2.2.2" "Agro-industry plantations" "1.1|1.2|2.2" "Ecosystem conversion|Ecosystem degradation|Species disturbance" "Minority (<50%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris robusta" "endemic" "VU" "5.1.2" "Unintentional effects (species is not the target)" "1.2|2.1|2.2" "Ecosystem degradation|Species mortality|Species disturbance" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris robusta" "endemic" "VU" "6.1" "Recreational activities" "1.2|2.1|2.2" "Ecosystem degradation|Species mortality|Species disturbance" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Human intrusions and disturbance"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris robusta" "endemic" "VU" "6.3" "Work & other activities" "1.2|2.1|2.2" "Ecosystem degradation|Species mortality|Species disturbance" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Human intrusions and disturbance"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Eonycteris" "Eonycteris major" "endemic" "DD" "3.2" "Mining & quarrying" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Energy production and mining"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus spinalatus" "endemic" "VU" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus spinalatus" "endemic" "VU" "6.3" "Work & other activities" "2.2" "Species disturbance" "" "" "Ongoing" "Human intrusions and disturbance"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus spinalatus" "endemic" "VU" "7.1.3" "Trend Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Natural system modifications"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus spinalatus" "endemic" "VU" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus spinalatus" "endemic" "VU" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus obliviosus" "endemic" "VU" "2.1.2" "Small-holder farming" "1.1|1.2|2.2|2.3.4" "Ecosystem conversion|Ecosystem degradation|Species disturbance|Loss of pollinator" "Majority (50-90%)" "Causing/Could cause fluctuations" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus obliviosus" "endemic" "VU" "2.1.1" "Shifting agriculture" "1.1|1.2|2.2|2.3.3" "Ecosystem conversion|Ecosystem degradation|Species disturbance|Loss of mutualism" "Majority (50-90%)" "Causing/Could cause fluctuations" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus obliviosus" "endemic" "VU" "5.3.3" "Unintentional effects: (subsistence/small scale) [harvest]" "1.1|1.2|2.2|2.3.3" "Ecosystem conversion|Ecosystem degradation|Species disturbance|Loss of mutualism" "Majority (50-90%)" "Causing/Could cause fluctuations" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus obliviosus" "endemic" "VU" "6.3" "Work & other activities" "2.2" "Species disturbance" "" "" "Ongoing" "Human intrusions and disturbance"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus obliviosus" "endemic" "VU" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus obliviosus" "endemic" "VU" "11.4" "Storms & flooding" "1.1" "Ecosystem conversion" "" "" "Future" "Climate change and severe weather"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus obliviosus" "endemic" "VU" "11.2" "Droughts" "1.1" "Ecosystem conversion" "" "" "Future" "Climate change and severe weather"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus madagascariensis" "endemic" "VU" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Myonycteris" "Myonycteris brachycephala" "endemic" "EN" "2.1.1" "Shifting agriculture" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Myonycteris" "Myonycteris brachycephala" "endemic" "EN" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Myonycteris" "Myonycteris brachycephala" "endemic" "EN" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Syconycteris" "Syconycteris hobbit" "endemic" "LC" "1.1" "Housing & urban areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Syconycteris" "Syconycteris hobbit" "endemic" "LC" "11.5" "Other impacts" "1.2|2.1|2.2" "Ecosystem degradation|Species mortality|Species disturbance" "" "" "Ongoing" "Climate change and severe weather"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Syconycteris" "Syconycteris hobbit" "endemic" "LC" "2.1.4" "Scale Unknown/Unrecorded" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Syconycteris" "Syconycteris carolinae" "endemic" "VU" "3.2" "Mining & quarrying" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Energy production and mining"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Syconycteris" "Syconycteris carolinae" "endemic" "VU" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Syconycteris" "Syconycteris carolinae" "endemic" "VU" "1.1" "Housing & urban areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus celebensis" "endemic" "LC" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus celebensis" "endemic" "LC" "6.1" "Recreational activities" "2.2" "Species disturbance" "" "" "Ongoing" "Human intrusions and disturbance"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus celebensis" "endemic" "LC" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Rousettus" "Rousettus celebensis" "endemic" "LC" "1.1" "Housing & urban areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Harpyionycteris" "Harpyionycteris whiteheadi" "endemic" "LC" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Harpyionycteris" "Harpyionycteris whiteheadi" "endemic" "LC" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Harpyionycteris" "Harpyionycteris whiteheadi" "endemic" "LC" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Harpyionycteris" "Harpyionycteris whiteheadi" "endemic" "LC" "1.1" "Housing & urban areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Harpyionycteris" "Harpyionycteris celebensis" "endemic" "VU" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Harpyionycteris" "Harpyionycteris celebensis" "endemic" "VU" "2.1.1" "Shifting agriculture" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Harpyionycteris" "Harpyionycteris celebensis" "endemic" "VU" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Harpyionycteris" "Harpyionycteris celebensis" "endemic" "VU" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "PTEROPODIDAE" "Dobsonia" "Dobsonia beauforti" "endemic" "LC" NA NA NA NA NA NA NA NA
