"kingdom" "phylum" "class" "order" "family" "genus" "binomial" "statut" "category" "code" "name" "stressCode" "stressName" "scope" "severity" "timing" "threat"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo pygmaeus" "endemic" "CR" "5.1.3" "Persecution/control" "2.1" "Species mortality" "Minority (<50%)" "Very Rapid Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo pygmaeus" "endemic" "CR" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "Majority (50-90%)" "Very Rapid Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo pygmaeus" "endemic" "CR" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "Minority (<50%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo abelii" "endemic" "CR" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Very Rapid Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo abelii" "endemic" "CR" "5.1.3" "Persecution/control" "2.1" "Species mortality" "Minority (<50%)" "Rapid Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo abelii" "endemic" "CR" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Minority (<50%)" "Rapid Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo abelii" "endemic" "CR" "3.2" "Mining & quarrying" "1.1|1.2|2.2" "Ecosystem conversion|Ecosystem degradation|Species disturbance" "Minority (<50%)" "Slow, Significant Declines" "Ongoing" "Energy production and mining"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo abelii" "endemic" "CR" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "Minority (<50%)" "Very Rapid Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo abelii" "endemic" "CR" "5.3.4" "Unintentional effects: (large scale) [harvest]" "1.1|1.2|2.1|2.2" "Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance" "Minority (<50%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo abelii" "endemic" "CR" "5.3.3" "Unintentional effects: (subsistence/small scale) [harvest]" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Minority (<50%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo abelii" "endemic" "CR" "1.1" "Housing & urban areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Minority (<50%)" "Slow, Significant Declines" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo abelii" "endemic" "CR" "7.1.1" "Increase in fire frequency/intensity" "1.1|2.1|2.2" "Ecosystem conversion|Species mortality|Species disturbance" "Majority (50-90%)" "Very Rapid Declines" "Ongoing" "Natural system modifications"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo abelii" "endemic" "CR" "5.1.2" "Unintentional effects (species is not the target)" "2.1" "Species mortality" "Minority (<50%)" "Rapid Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo abelii" "endemic" "CR" "1.3" "Tourism & recreation areas" "1.1|2.2" "Ecosystem conversion|Species disturbance" "Minority (<50%)" "Slow, Significant Declines" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo abelii" "endemic" "CR" "4.1" "Roads & railroads" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Very Rapid Declines" "Ongoing" "Transportation and service corridors"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo abelii" "endemic" "CR" "11.1" "Habitat shifting & alteration" "1.3|2.3.7" "Indirect ecosystem effects|Reduced reproductive success" "Whole (>90%)" "Slow, Significant Declines" "Ongoing" "Climate change and severe weather"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Trachypithecus" "Trachypithecus poliocephalus" "endemic" "CR" "1.1" "Housing & urban areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Minority (<50%)" "Unknown" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Trachypithecus" "Trachypithecus poliocephalus" "endemic" "CR" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "Minority (<50%)" "Causing/Could cause fluctuations" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Trachypithecus" "Trachypithecus poliocephalus" "endemic" "CR" "6.1" "Recreational activities" "2.2" "Species disturbance" "Whole (>90%)" "Causing/Could cause fluctuations" "Ongoing" "Human intrusions and disturbance"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis thomasi" "endemic" "VU" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis thomasi" "endemic" "VU" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis thomasi" "endemic" "VU" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis frontata" "endemic" "VU" "2.2.2" "Agro-industry plantations" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis frontata" "endemic" "VU" "2.1.1" "Shifting agriculture" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis frontata" "endemic" "VU" "1.1" "Housing & urban areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis frontata" "endemic" "VU" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis frontata" "endemic" "VU" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis frontata" "endemic" "VU" "7.1.3" "Trend Unknown/Unrecorded" "1.2" "Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Natural system modifications"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis frontata" "endemic" "VU" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis frontata" "endemic" "VU" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis chrysomelas" "endemic" "CR" "2.1.1" "Shifting agriculture" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis chrysomelas" "endemic" "CR" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis chrysomelas" "endemic" "CR" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis chrysomelas" "endemic" "CR" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis chrysomelas" "endemic" "CR" "2.2.2" "Agro-industry plantations" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis natunae" "endemic" "VU" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis natunae" "endemic" "VU" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis natunae" "endemic" "VU" "1.2" "Commercial & industrial areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Future" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis natunae" "endemic" "VU" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis natunae" "endemic" "VU" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis potenziani" "endemic" "CR" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis potenziani" "endemic" "CR" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis potenziani" "endemic" "CR" "2.2.1" "Small-holder plantations" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis potenziani" "endemic" "CR" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis potenziani" "endemic" "CR" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis potenziani" "endemic" "CR" "2.1.1" "Shifting agriculture" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis potenziani" "endemic" "CR" "2.2.2" "Agro-industry plantations" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis hosei" "endemic" "VU" "1.1" "Housing & urban areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis hosei" "endemic" "VU" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis hosei" "endemic" "VU" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis hosei" "endemic" "VU" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis hosei" "endemic" "VU" "5.1.3" "Persecution/control" "2.1" "Species mortality" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis rubicunda" "endemic" "VU" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Minority (<50%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis rubicunda" "endemic" "VU" "7.1.3" "Trend Unknown/Unrecorded" "1.2" "Ecosystem degradation" "Minority (<50%)" "Slow, Significant Declines" "Ongoing" "Natural system modifications"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis rubicunda" "endemic" "VU" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis rubicunda" "endemic" "VU" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Minority (<50%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis rubicunda" "endemic" "VU" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis rubicunda" "endemic" "VU" "2.1.1" "Shifting agriculture" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis rubicunda" "endemic" "VU" "2.2.2" "Agro-industry plantations" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis rubicunda" "endemic" "VU" "7.1.1" "Increase in fire frequency/intensity" "1.2" "Ecosystem degradation" "Minority (<50%)" "Slow, Significant Declines" "Ongoing" "Natural system modifications"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis comata" "endemic" "EN" "2.1.1" "Shifting agriculture" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis comata" "endemic" "EN" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis comata" "endemic" "EN" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis comata" "endemic" "EN" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis melalophos" "endemic" "EN" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis melalophos" "endemic" "EN" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis melalophos" "endemic" "EN" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis melalophos" "endemic" "EN" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis melalophos" "endemic" "EN" "1.1" "Housing & urban areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis melalophos" "endemic" "EN" "2.2.2" "Agro-industry plantations" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Simias" "Simias concolor" "endemic" "CR" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Simias" "Simias concolor" "endemic" "CR" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Simias" "Simias concolor" "endemic" "CR" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Nasalis" "Nasalis larvatus" "endemic" "EN" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Nasalis" "Nasalis larvatus" "endemic" "EN" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Nasalis" "Nasalis larvatus" "endemic" "EN" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Nasalis" "Nasalis larvatus" "endemic" "EN" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Nasalis" "Nasalis larvatus" "endemic" "EN" "1.1" "Housing & urban areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Nasalis" "Nasalis larvatus" "endemic" "EN" "7.1.3" "Trend Unknown/Unrecorded" "1.2" "Ecosystem degradation" "" "" "Ongoing" "Natural system modifications"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca sinica" "endemic" "EN" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca sinica" "endemic" "EN" "2.2.1" "Small-holder plantations" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca sinica" "endemic" "EN" "5.1.3" "Persecution/control" "2.1" "Species mortality" "Minority (<50%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca sinica" "endemic" "EN" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca sinica" "endemic" "EN" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "Minority (<50%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca sinica" "endemic" "EN" "1.1" "Housing & urban areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Residential and commercial development"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca sinica" "endemic" "EN" "6.2" "War, civil unrest & military exercises" "" "" "" "" "Past, Unlikely to Return" "Human intrusions and disturbance"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca nigrescens" "endemic" "VU" "2.1.2" "Small-holder farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca nigrescens" "endemic" "VU" "3.2" "Mining & quarrying" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Energy production and mining"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca nigrescens" "endemic" "VU" "2.1.1" "Shifting agriculture" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "" "" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca nigrescens" "endemic" "VU" "5.1.1" "Intentional use (species is the target)" "2.1" "Species mortality" "" "" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca tonkeana" "endemic" "VU" "5.3.5" "Motivation Unknown/Unrecorded" "1.2" "Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Biological resource use"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca tonkeana" "endemic" "VU" "2.1.3" "Agro-industry farming" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Agriculture and aquaculture"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca tonkeana" "endemic" "VU" "1.1" "Housing & urban areas" "1.1|1.2" "Ecosystem conversion|Ecosystem degradation" "Majority (50-90%)" "Slow, Significant Declines" "Ongoing" "Residential and commercial development"
