kingdom	phylum	class	order	family	genus	binomial	statut	category	populationTrend	code	name	Occurs in at least one protected area	Note
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia chapmani	endemic	CR	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia chapmani	endemic	CR	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia chapmani	endemic	CR	Decreasing	6.1	Linked enterprises & livelihood alternatives		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia chapmani	endemic	CR	Decreasing	6.2	Substitution		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia chapmani	endemic	CR	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia crenulata	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia emersa	endemic	VU	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia emersa	endemic	VU	Unknown	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia exoleta	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia inermis	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia minor	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia moluccensis	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia pannietensis	endemic	NT	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia pannietensis	endemic	NT	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia pannietensis	endemic	NT	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia pannietensis	endemic	NT	Decreasing	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia pannietensis	endemic	NT	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia pannietensis	endemic	NT	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia pannietensis	endemic	NT	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia peronii	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia praedatrix	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia viridis	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	MACROPODIDAE	Dorcopsis	Dorcopsis atrata	endemic	CR	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	MACROPODIDAE	Dorcopsis	Dorcopsis atrata	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	MACROPODIDAE	Dorcopsis	Dorcopsis atrata	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	MACROPODIDAE	Dorcopsis	Dorcopsis hageni	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	MACROPODIDAE	Dorcopsis	Dorcopsis luctuosa	endemic	VU	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	MACROPODIDAE	Dorcopsis	Dorcopsis muelleri	endemic	LC	Stable	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	MACROPODIDAE	Dorcopsis	Dorcopsis muelleri	endemic	LC	Stable	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	MACROPODIDAE	Dorcopsulus	Dorcopsulus macleayi	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	MACROPODIDAE	Dorcopsulus	Dorcopsulus vanheurni	endemic	NT	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Dremomys	Dremomys everetti	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	CANIDAE	Dusicyon	Dusicyon australis	endemic	EX		NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus brooksi	endemic	VU	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus brooksi	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus brooksi	endemic	VU	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus brooksi	endemic	VU	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus brooksi	endemic	VU	Decreasing	5.3	Private sector standards & codes		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus brooksi	endemic	VU	Decreasing	5.2	Policies and regulations		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus brooksi	endemic	VU	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus brooksi	endemic	VU	Decreasing	5.1.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus brooksi	endemic	VU	Decreasing	5.1.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus brooksi	endemic	VU	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus brooksi	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus brooksi	endemic	VU	Decreasing	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus rickarti	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus rickarti	endemic	EN	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus rickarti	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus rickarti	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus rickarti	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus rickarti	endemic	EN	Decreasing	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Dyacopterus	Dyacopterus rickarti	endemic	EN	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	TALPIDAE	Dymecodon	Dymecodon pilirostris	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	AFROSORICIDA	TENRECIDAE	Echinops	Echinops telfairi	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Echiothrix	Echiothrix centrosa	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Echiothrix	Echiothrix leucura	endemic	EN	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	PERAMELEMORPHIA	PERAMELIDAE	Echymipera	Echymipera clara	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	PERAMELEMORPHIA	PERAMELIDAE	Echymipera	Echymipera davidi	endemic	EN	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	PERAMELEMORPHIA	PERAMELIDAE	Echymipera	Echymipera echinista	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	PERAMELEMORPHIA	PERAMELIDAE	Echymipera	Echymipera kalubu	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eidolon	Eidolon dupreanum	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eidolon	Eidolon dupreanum	endemic	VU	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eidolon	Eidolon dupreanum	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eidolon	Eidolon dupreanum	endemic	VU	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eidolon	Eidolon dupreanum	endemic	VU	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eidolon	Eidolon dupreanum	endemic	VU	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eidolon	Eidolon dupreanum	endemic	VU	Decreasing	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	NESOMYIDAE	Eliurus	Eliurus antsingy	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	NESOMYIDAE	Eliurus	Eliurus ellermani	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	NESOMYIDAE	Eliurus	Eliurus grandidieri	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	NESOMYIDAE	Eliurus	Eliurus majori	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	NESOMYIDAE	Eliurus	Eliurus minor	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	NESOMYIDAE	Eliurus	Eliurus myoxinus	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	NESOMYIDAE	Eliurus	Eliurus penicillatus	endemic	EN	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	NESOMYIDAE	Eliurus	Eliurus petteri	endemic	EN	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	NESOMYIDAE	Eliurus	Eliurus tanala	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	NESOMYIDAE	Eliurus	Eliurus webbi	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura alecto	endemic	LC	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura alecto	endemic	LC	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura alecto	endemic	LC	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura alecto	endemic	LC	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura beccarii	endemic	LC	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura dianae	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura dianae	endemic	LC	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura furax	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura furax	endemic	LC	Stable	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura raffrayana	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura raffrayana	endemic	LC	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura raffrayana	endemic	LC	Unknown	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura raffrayana	endemic	LC	Unknown	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura raffrayana	endemic	LC	Unknown	5.2	Policies and regulations		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura semicaudata	endemic	EN	Decreasing	5.1.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura semicaudata	endemic	EN	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura semicaudata	endemic	EN	Decreasing	3.3.1	Reintroduction		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura semicaudata	endemic	EN	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura semicaudata	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura semicaudata	endemic	EN	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura semicaudata	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura serii	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura serii	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura serii	endemic	VU	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura serii	endemic	VU	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura serii	endemic	VU	Decreasing	5.2	Policies and regulations		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eonycteris	Eonycteris major	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eonycteris	Eonycteris major	endemic	DD	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eonycteris	Eonycteris robusta	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eonycteris	Eonycteris robusta	endemic	VU	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eonycteris	Eonycteris robusta	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eonycteris	Eonycteris robusta	endemic	VU	Decreasing	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eonycteris	Eonycteris robusta	endemic	VU	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eonycteris	Eonycteris robusta	endemic	VU	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eonycteris	Eonycteris robusta	endemic	VU	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eonycteris	Eonycteris robusta	endemic	VU	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eonycteris	Eonycteris robusta	endemic	VU	Decreasing	6.1	Linked enterprises & livelihood alternatives		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Eonycteris	Eonycteris robusta	endemic	VU	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Episoriculus	Episoriculus fumidus	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Eptesicus	Eptesicus guadeloupensis	endemic	EN	Unknown	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Eptesicus	Eptesicus guadeloupensis	endemic	EN	Unknown	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Eptesicus	Eptesicus guadeloupensis	endemic	EN	Unknown	5.4.1	International level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Eptesicus	Eptesicus guadeloupensis	endemic	EN	Unknown	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Eptesicus	Eptesicus guadeloupensis	endemic	EN	Unknown	5.1.1	International level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Eptesicus	Eptesicus guadeloupensis	endemic	EN	Unknown	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Eptesicus	Eptesicus japonensis	endemic	VU	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Eptesicus	Eptesicus japonensis	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Eropeplus	Eropeplus canus	endemic	VU	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Erophylla	Erophylla bombifrons	endemic	LC	Stable	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Erophylla	Erophylla bombifrons	endemic	LC	Stable	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Erophylla	Erophylla sezekorni	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur albifrons	endemic	VU	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur albifrons	endemic	VU	Decreasing	6.1	Linked enterprises & livelihood alternatives		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur albifrons	endemic	VU	Decreasing	6.2	Substitution		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur albifrons	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur cinereiceps	endemic	CR	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur cinereiceps	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur cinereiceps	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur cinereiceps	endemic	CR	Decreasing	4.1	Formal education		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur cinereiceps	endemic	CR	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur cinereiceps	endemic	CR	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur cinereiceps	endemic	CR	Decreasing	6.1	Linked enterprises & livelihood alternatives		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur cinereiceps	endemic	CR	Decreasing	6.2	Substitution		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur cinereiceps	endemic	CR	Decreasing	6.3	Market forces		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur cinereiceps	endemic	CR	Decreasing	6.4	Conservation payments		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur cinereiceps	endemic	CR	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur cinereiceps	endemic	CR	Decreasing	4.2	Training		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur collaris	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur collaris	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur collaris	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur coronatus	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur coronatus	endemic	EN	Decreasing	4.1	Formal education		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur coronatus	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur coronatus	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur fulvus	endemic	VU	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur fulvus	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur macaco	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur macaco	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur macaco	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur mongoz	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur mongoz	endemic	CR	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur rubriventer	endemic	VU	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur rubriventer	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur rufus	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur rufus	endemic	VU	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur sanfordi	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Eulemur	Eulemur sanfordi	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Eupleres	Eupleres goudotii	endemic	VU	Decreasing	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Eupleres	Eupleres goudotii	endemic	VU	Decreasing	2.1	Site/area management		
