kingdom	phylum	class	order	family	genus	binomial	statut	category	populationTrend	code	name	Occurs in at least one protected area	Note
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Rattus	Rattus stoicus	endemic	VU	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Rattus	Rattus stoicus	endemic	VU	Stable	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Rattus	Rattus tawitawiensis	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Rattus	Rattus timorensis	endemic	DD	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Rattus	Rattus timorensis	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Rattus	Rattus vandeuseni	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Rattus	Rattus vandeuseni	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Rattus	Rattus verecundus	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Rattus	Rattus xanthurus	endemic	NT	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Reithrodontomys	Reithrodontomys spectabilis	endemic	CR	Decreasing	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Rheithrosciurus	Rheithrosciurus macrotis	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	4.2	Training		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	3.4.2	Genome resource bank		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	3.4.1	Captive breeding/artificial propagation		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	5.4.1	International level		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	4.1	Formal education		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	3.3.1	Reintroduction		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	3.1.2	Trade management		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	6.1	Linked enterprises & livelihood alternatives		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	PERISSODACTYLA	RHINOCEROTIDAE	Rhinoceros	Rhinoceros sondaicus	endemic	CR	Stable	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus arcuatus	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus canuti	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus canuti	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus celebensis	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus cognatus	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus creaghi	endemic	LC	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus euryotis	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus formosae	endemic	LC	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus formosae	endemic	LC	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus formosae	endemic	LC	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus formosae	endemic	LC	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus formosae	endemic	LC	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus inops	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus inops	endemic	LC	Stable	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus keyensis	endemic	DD	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus keyensis	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus madurensis	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus madurensis	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus montanus	endemic	EN	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus nereis	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus rufus	endemic	NT	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus rufus	endemic	NT	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus rufus	endemic	NT	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus rufus	endemic	NT	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus rufus	endemic	NT	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus rufus	endemic	NT	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus rufus	endemic	NT	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus subrufus	endemic	DD	Unknown	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus subrufus	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus subrufus	endemic	DD	Unknown	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus virgo	endemic	LC	Stable	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	RHINOLOPHIDAE	Rhinolophus	Rhinolophus virgo	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PERAMELEMORPHIA	PERAMELIDAE	Rhynchomeles	Rhynchomeles prattorum	endemic	EN	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Rhynchomys	Rhynchomys isarogensis	endemic	VU	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Rhynchomys	Rhynchomys soricoides	endemic	NT	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus celebensis	endemic	LC	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus linduensis	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus madagascariensis	endemic	VU	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus madagascariensis	endemic	VU	Decreasing	5.1.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus madagascariensis	endemic	VU	Decreasing	6.1	Linked enterprises & livelihood alternatives		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus madagascariensis	endemic	VU	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus madagascariensis	endemic	VU	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus madagascariensis	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus madagascariensis	endemic	VU	Decreasing	5.1.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus madagascariensis	endemic	VU	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus obliviosus	endemic	VU	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus obliviosus	endemic	VU	Unknown	6.5	Non-monetary values		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus obliviosus	endemic	VU	Unknown	6.4	Conservation payments		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus obliviosus	endemic	VU	Unknown	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus obliviosus	endemic	VU	Unknown	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus obliviosus	endemic	VU	Unknown	4.1	Formal education		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus obliviosus	endemic	VU	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus spinalatus	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Rousettus	Rousettus spinalatus	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Rubrisciurus	Rubrisciurus rubriventer	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Rubrisciurus	Rubrisciurus rubriventer	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa alfredi	endemic	EN	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa alfredi	endemic	EN	Decreasing	3.1.2	Trade management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa alfredi	endemic	EN	Decreasing	3.3.1	Reintroduction		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa alfredi	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa alfredi	endemic	EN	Decreasing	3.4.1	Captive breeding/artificial propagation		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa alfredi	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa alfredi	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa alfredi	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa marianna	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa marianna	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa marianna	endemic	VU	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa marianna	endemic	VU	Decreasing	3.1.2	Trade management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa marianna	endemic	VU	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa timorensis	endemic	VU	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa timorensis	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa timorensis	endemic	VU	Decreasing	5.4.1	International level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa timorensis	endemic	VU	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa timorensis	endemic	VU	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa timorensis	endemic	VU	Decreasing	5.1.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa timorensis	endemic	VU	Decreasing	3.1.2	Trade management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa timorensis	endemic	VU	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CERVIDAE	Rusa	Rusa timorensis	endemic	VU	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Salanoia	Salanoia concolor	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Salanoia	Salanoia concolor	endemic	VU	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Salanoia	Salanoia concolor	endemic	VU	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Salanoia	Salanoia concolor	endemic	VU	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Salanoia	Salanoia concolor	endemic	VU	Decreasing	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	DASYUROMORPHIA	DASYURIDAE	Sarcophilus	Sarcophilus harrisii	endemic	EN	Decreasing	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Sciurus	Sciurus lis	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Scotophilus celebensis	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Scotophilus collinus	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Scotophilus	Scotophilus robustus	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CERCOPITHECIDAE	Semnopithecus	Semnopithecus vetulus	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CERCOPITHECIDAE	Semnopithecus	Semnopithecus vetulus	endemic	EN	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CERCOPITHECIDAE	Semnopithecus	Semnopithecus vetulus	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CERCOPITHECIDAE	Semnopithecus	Semnopithecus vetulus	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CERCOPITHECIDAE	Semnopithecus	Semnopithecus vetulus	endemic	EN	Decreasing	4.1	Formal education		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CERCOPITHECIDAE	Semnopithecus	Semnopithecus vetulus	endemic	EN	Decreasing	5.1.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	AFROSORICIDA	TENRECIDAE	Setifer	Setifer setosus	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CERCOPITHECIDAE	Simias	Simias concolor	endemic	CR	Decreasing	4.1	Formal education		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CERCOPITHECIDAE	Simias	Simias concolor	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CERCOPITHECIDAE	Simias	Simias concolor	endemic	CR	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CERCOPITHECIDAE	Simias	Simias concolor	endemic	CR	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CERCOPITHECIDAE	Simias	Simias concolor	endemic	CR	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CERCOPITHECIDAE	Simias	Simias concolor	endemic	CR	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CERCOPITHECIDAE	Simias	Simias concolor	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SOLENODONTIDAE	Solenodon	Solenodon marcanoi	endemic	EX		NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SOLENODONTIDAE	Solenodon	Solenodon paradoxus	endemic	LC	Unknown	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SOLENODONTIDAE	Solenodon	Solenodon paradoxus	endemic	LC	Unknown	3.4.1	Captive breeding/artificial propagation		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SOLENODONTIDAE	Solenodon	Solenodon paradoxus	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SOLENODONTIDAE	Solenodon	Solenodon paradoxus	endemic	LC	Unknown	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Solisorex	Solisorex pearsoni	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Solisorex	Solisorex pearsoni	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Solomys	Solomys ponceleti	endemic	CR	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Solomys	Solomys ponceleti	endemic	CR	Decreasing	4.2	Training		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Solomys	Solomys ponceleti	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Solomys	Solomys ponceleti	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Solomys	Solomys salamonis	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Solomys	Solomys salamonis	endemic	DD	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Solomys	Solomys salebrosus	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Solomys	Solomys salebrosus	endemic	EN	Decreasing	4.2	Training		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Solomys	Solomys salebrosus	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Solomys	Solomys salebrosus	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Solomys	Solomys sapientis	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Solomys	Solomys sapientis	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Sommeromys	Sommeromys macrorhinos	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Sorex	Sorex hosonoi	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Sorex	Sorex jacksoni	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Sorex	Sorex leucogaster	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Sorex	Sorex pribilofensis	endemic	EN	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Sorex	Sorex pribilofensis	endemic	EN	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Sorex	Sorex pribilofensis	endemic	EN	Unknown	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Sorex	Sorex shinto	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Soricomys	Soricomys musseri	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PHALANGERIDAE	Spilocuscus	Spilocuscus kraemeri	endemic	NT	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PHALANGERIDAE	Spilocuscus	Spilocuscus papuensis	endemic	VU	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PHALANGERIDAE	Spilocuscus	Spilocuscus rufoniger	endemic	CR	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PHALANGERIDAE	Spilocuscus	Spilocuscus rufoniger	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PHALANGERIDAE	Spilocuscus	Spilocuscus rufoniger	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Srilankamys	Srilankamys ohiensis	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Stenoderma	Stenoderma rufum	endemic	NT	Unknown	2.1	Site/area management		
