"ULM_ID" "REGION" "COUNTRYISO" "COUNTRY" "ARCHIP" "ISLAND" "LONG" "LAT" "Area"
15017 "Caribbean Islands" "BHS" "Bahamas" "West Indies" "Cupids Cay" -76.357814 25.095018 456.26
15280 "Caribbean Islands" "BHS" "Bahamas" "West Indies" NA -77.238869 26.370192 12.99
15844 "Caribbean Islands" "BHS" "Bahamas" "West Indies" "Abaco Island" -77.235547 26.359488 1215.11
15961 "California Islands" "MEX" "Mexico" "Gulf of California Islands" "Isla Tortuga" -111.880296 27.441629 11.42
16306 "California Islands" "MEX" "Mexico" "Gulf of California Islands" "Isla San Lorenzo" -112.818716 28.629613 32.98
16321 "California Islands" "MEX" "Mexico" "Gulf of California Islands" "Isla las Animas" -112.914943 28.695611 4.3
16339 "California Islands" "MEX" "Mexico" "Gulf of California Islands" "Isla San Esteban" -112.577719 28.701964 40.57
16341 "California Islands" "MEX" "Mexico" "Gulf of California Islands" "Isla Salsipuedes" -112.956152 28.727266 1.24
18235 "Mediterranean Basin" "ESP" "Spain" "Canary Islands" "El Hierro" -18.006624 27.746526 273.52
18241 "Mediterranean Basin" "ESP" "Spain" "Canary Islands" "La Gomera" -17.232609 28.117411 372.21
18243 "Mediterranean Basin" "ESP" "Spain" "Canary Islands" "Isla de Tenerife" -16.55631 28.291062 2040.14
18245 "Mediterranean Basin" "ESP" "Spain" "Canary Islands" "Isla de Fuerteventura" -14.036486 28.406106 1669.88
18246 "Mediterranean Basin" "ESP" "Spain" "Canary Islands" "Lobos" -13.821679 28.750013 5.39
18247 "Mediterranean Basin" "ESP" "Spain" "Canary Islands" "Isla de La Palma" -17.858329 28.68988 716.46
18249 "Mediterranean Basin" "ESP" "Spain" "Canary Islands" "Isla de Lanzarote" -13.641825 29.024478 818.57
18251 "Mediterranean Basin" "ESP" "Spain" "Canary Islands" "Isla Graciosa" -13.509177 29.252305 29.2
18252 "Mediterranean Basin" "ESP" "Spain" "Canary Islands" "Isla de Montana Clara" -13.535135 29.2977 1.72
18255 "Mediterranean Basin" "ESP" "Spain" "Canary Islands" "Isla de Alegranza" -13.51139 29.399411 11.22
18614 "Mediterranean Basin" "PRT" "Portugal" "Madeira Archipelago" "Ilha da Madeira" -16.99913 32.746337 740.94
18726 "Mediterranean Basin" "PRT" "Portugal" "Madeira Archipelago" "Ilha de Porto Santo" -16.342174 33.06918 40.33
18774 "Mediterranean Basin" "PRT" "Portugal" "Azores" "Ilha de Santa Maria" -25.099823 36.971334 96.89
19038 "Mediterranean Basin" "PRT" "Portugal" "Azores" "Ilha de Sao Miguel" -25.481891 37.7954 744.72
19100 "Mediterranean Basin" "PRT" "Portugal" "Azores" "Ilha do Pico" -28.333573 38.469473 444.97
19103 "Mediterranean Basin" "PRT" "Portugal" "Azores" "Ilha do Faial" -28.701332 38.578217 173.09
19139 "Mediterranean Basin" "PRT" "Portugal" "Azores" "Ilha de Sao Jorge" -28.029236 38.637234 243.78
19146 "Mediterranean Basin" "PRT" "Portugal" "Azores" "Ilha Terceira" -27.2123 38.723901 400.56
19152 "Mediterranean Basin" "PRT" "Portugal" "Azores" "Ilha Graciosa" -28.011327 39.052294 60.69
19393 "California Islands" "USA" "United States" "California Channel Islands" "San Clemente Island" -118.485664 32.900453 150.29
19401 "California Islands" "USA" "United States" "California Channel Islands" "San Nicolas Island" -119.506997 33.247926 59.02
19407 "California Islands" "USA" "United States" "California Channel Islands" "Santa Catalina Island" -118.433561 33.382213 197.07
19435 "California Islands" "USA" "United States" "California Channel Islands" "Santa Rosa Island" -120.105655 33.966694 217.89
19440 "California Islands" "USA" "United States" "California Channel Islands" "San Miguel Island" -120.37358 34.038405 39.74
19443 "California Islands" "USA" "United States" "California Channel Islands" "White Rock" -119.745423 34.014027 254.7
22768 "Bering and East Siberian Sea Islands" "USA" "United States" "Aleutian Islands" "Umnak Island" -168.358085 53.267242 1789.46
22969 "Bering and East Siberian Sea Islands" "USA" "United States" "Aleutian Islands" NA -166.384804 53.980609 12.29
22972 "Bering and East Siberian Sea Islands" "USA" "United States" "Aleutian Islands" "Unalaska Island" -166.894851 53.666354 2753.07
25028 "Bering and East Siberian Sea Islands" "USA" "United States" "Bering Sea Islands" "Kamenisti" -170.266853 57.180684 129.83
26000 "Bering and East Siberian Sea Islands" "USA" "United States" "Bering Sea Islands" "Saint Matthew Island" -172.705741 60.421308 311.84
26005 "Bering and East Siberian Sea Islands" "USA" "United States" "Bering Sea Islands" "Hall Island" -173.072143 60.656972 17.28
26053 "Bering and East Siberian Sea Islands" "USA" "United States" "Bering Sea Islands" "Saint Lawrence Island" -170.342552 63.388598 4929.4
27065 "Bering and East Siberian Sea Islands" "RUS" "Russia" "East Siberian Sea Islands" NA -178.529124 71.556173 9.95
27066 "Bering and East Siberian Sea Islands" "RUS" "Russia" "East Siberian Sea Islands" "Ostrov Vrangelya" -179.189337 71.26339 7764.33
27068 "Bering and East Siberian Sea Islands" "RUS" "Russia" "East Siberian Sea Islands" NA -179.274668 71.594345 5.67
27069 "Bering and East Siberian Sea Islands" "RUS" "Russia" "East Siberian Sea Islands" NA -178.978899 71.594404 4.75
27070 "Bering and East Siberian Sea Islands" "RUS" "Russia" "East Siberian Sea Islands" NA -179.251637 71.606937 4.17
38675 "California Islands" "MEX" "Mexico" "Gulf of California Islands" "Isla San Jose" -110.621904 24.980577 183.71
38678 "California Islands" "MEX" "Mexico" "Gulf of California Islands" "Isla Santa Cruz" -110.715872 25.285308 13.55
38681 "California Islands" "MEX" "Mexico" "Gulf of California Islands" "Isla Santa Catalina" -110.779583 25.650896 40.39
38682 "California Islands" "MEX" "Mexico" "Gulf of California Islands" "Isla Monserrat" -111.035107 25.683273 18.98
38992 "Japan" "RUS" "Russia" "Kurile Islands" "Shibotsu-jima" 146.136127 43.50796 58.61
39005 "Japan" "JPN" "Japan" "Japan" "Nishono-shima" 145.310808 43.578388 9.43
39178 "Japan" "RUS" "Russia" "Kurile Islands" "Shikotan-to" 146.738907 43.800861 250.32
39315 "Japan" "RUS" "Russia" "Kurile Islands" "Kunashiri-to" 145.94709 44.173277 1488.29
39439 "Japan" "JPN" "Japan" "Japan" "Rishiri-to" 141.229708 45.177708 182.69
39504 "Japan" "JPN" "Japan" "Japan" "Rebun-to" 141.025188 45.375472 82.66
39926 "Japan" "RUS" "Russia" "Shakhalin" NA 143.353801 49.299709 2.7
39931 "Japan" "RUS" "Russia" "Shakhalin" "Ostrov Litvinova" 143.540165 49.317196 8.83
40028 "Japan" "RUS" "Russia" "Kurile Islands" "Ostrov Paramushir" 155.722645 50.372947 2035.1
40125 "Japan" "RUS" "Russia" "Shakhalin" NA 143.274672 51.66563 1.12
40142 "Japan" "RUS" "Russia" "Shakhalin" NA 143.354868 51.664557 9.49
40221 "Japan" "RUS" "Russia" "Shakhalin" NA 143.157665 52.024319 8.07
40225 "Japan" "RUS" "Russia" "Shakhalin" NA 143.122254 52.096783 2.31
40233 "Japan" "RUS" "Russia" "Shakhalin" "Ostrov Lyarvo" 143.115277 52.133653 1.67
40257 "Japan" "RUS" "Russia" "Shakhalin" "Ostrov Soniga" 143.220199 52.441309 8.91
40270 "Japan" "RUS" "Russia" "Shakhalin" "Ostrov Irkimibu" 143.263914 52.569728 3.38
40702 "Japan" "RUS" "Russia" "Shakhalin" "Ostrov Sakhalin" 142.702744 50.334829 74084.54
50686 "Bering and East Siberian Sea Islands" "RUS" "Russia" "East Siberian Sea Islands" NA 179.893841 71.522919 3.28
52190 "Mediterranean Basin" "GRC" "Greece" NA NA 25.74723 35.274016 6.68
52223 "Mediterranean Basin" "GRC" "Greece" NA "Nisos Kriti" 24.844308 35.230793 8289.81
52245 "Mediterranean Basin" "MLT" "Malta" "Maltese Archipelago" "Malta" 14.439966 35.888256 252.82
52252 "Mediterranean Basin" "MLT" "Malta" "Maltese Archipelago" "Ghawdex" 14.252121 36.04701 68.87
52789 "Mediterranean Basin" "ITA" "Italy" "Siciliy" "Isola San Pantaleo" 12.44646 37.857279 1.2
52794 "Mediterranean Basin" "ITA" "Italy" "Siciliy" "Isola Grande" 12.441893 37.882285 2.44
52805 "Mediterranean Basin" "ITA" "Italy" "Siciliy" "Isola Favignana" 12.318978 37.927938 21.17
52815 "Mediterranean Basin" "ITA" "Italy" "Siciliy" "Isola Marettimo" 12.057456 37.970554 12.79
52822 "Mediterranean Basin" "ITA" "Italy" "Siciliy" "Isola di Levanzo" 12.335335 37.9998 6.27
52868 "Mediterranean Basin" "ITA" "Italy" "Siciliy" "Isola di Sicilia" 14.155497 37.587635 25453.63
52989 "Mediterranean Basin" "ITA" "Italy" "Siciliy" "Isola di Ustica" 13.175649 38.705184 8.69
53063 "Mediterranean Basin" "ITA" "Italy" "Sardinia" "Isola di Sant'Antioco" 8.410389 39.041493 111.87
53321 "Mediterranean Basin" "ITA" "Italy" "Sardinia" "Isola di Culuccia" 9.288434 41.204408 2.81
53330 "Mediterranean Basin" "ITA" "Italy" "Sardinia" "Isola di Sardegna" 9.036224 40.090224 23784.2
53552 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 43.241997 -22.193589 4.9
53611 "Madagascar and the Indian Ocean Islands" "REU" "Reunion" "Mascarene Islands" "Ilet du Gros Galet" 55.532685 -21.133348 2512.65
53632 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 44.138098 -20.475541 1.43
53647 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 48.648406 -20.277613 2.51
53663 "Madagascar and the Indian Ocean Islands" "MUS" "Mauritius" "Mascarene Islands" "Mauritius" 57.571984 -20.283626 1868.44
53669 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 44.4502 -19.856098 2.05
53671 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 44.453685 -19.839408 2.13
53673 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 44.408413 -19.811414 4.56
53685 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Ilot Indien" 44.405077 -19.754051 1.19
53693 "Madagascar and the Indian Ocean Islands" "MUS" "Mauritius" "Rodrigues" "Ile Rodrigues" 63.421348 -19.716703 111.62
53694 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 44.464239 -19.676756 1.37
53696 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 44.427684 -19.637952 1.34
53698 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 44.455316 -19.620774 59.46
53718 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 44.239051 -18.911834 1.61
53779 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Nato" 49.806715 -17.109975 2.75
53829 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Sainte Marie" 49.912718 -16.894686 171.26
53920 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 45.348704 -16.10967 2.18
53939 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 46.06297 -15.859835 2
53944 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 45.788033 -15.829403 15.51
53945 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 45.804382 -15.806881 7.07
53961 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 46.930017 -15.583747 5.21
53973 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 47.041088 -15.528609 5.32
53974 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 47.023943 -15.526412 5.26
53977 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 47.022507 -15.503247 5
53980 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 47.067004 -15.488231 1.67
53981 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 47.043369 -15.491581 3.31
53982 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Mangabe" 49.7675 -15.495823 5.84
53984 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 47.072377 -15.478257 3.51
53985 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 47.178894 -15.470138 3.06
53990 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 47.193974 -15.454818 1.17
53998 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 47.198415 -15.436718 7.64
54027 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 47.999581 -14.731772 5.83
54036 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Ambariopotaka" 47.921032 -14.64071 9.12
54042 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Lava" 47.598136 -14.549928 31.33
54046 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Saba" 47.640095 -14.360832 1.42
54053 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 48.016151 -14.259828 1.01
54056 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" NA 48.00944 -14.236351 1.93
54064 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Valiha" 47.812955 -14.165285 8.37
54067 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Antanimora" 47.746015 -14.114323 3.49
54071 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Berafia" 47.800797 -14.020192 23.55
54073 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Kalakajoro" 47.768713 -13.945656 3.87
54081 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Iranja" 47.814723 -13.592737 1.57
54110 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Ambariovato" 48.347624 -13.470854 24.93
54116 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Faly" 48.481403 -13.334218 16.18
54118 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Sakatia" 48.160857 -13.303791 5.65
54123 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Be" 48.265602 -13.323622 282.49
54153 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Mitsio" 48.592926 -12.890405 31.48
54160 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Ankao" 49.828078 -12.800326 3.84
54163 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Manambiby" 49.773254 -12.769642 2.6
54164 "Madagascar and the Indian Ocean Islands" "MYT" "Mayotte" "Mozambique Channel Islands" "Ilot Dzaoudzi" 45.281105 -12.785322 13.98
54170 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Lava" 48.680771 -12.743841 4.84
54177 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Ankomba" 49.654025 -12.684396 3.76
54179 "Madagascar and the Indian Ocean Islands" "MYT" "Mayotte" "Mozambique Channel Islands" "Mayotte" 45.143921 -12.823991 371.42
54181 "Madagascar and the Indian Ocean Islands" "MYT" "Mayotte" "Mozambique Channel Islands" "Chissioi M'Zamboro" 45.030249 -12.646161 2.93
54184 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Fiherenana" 49.584998 -12.625272 3.55
54187 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Valasolo" 49.589757 -12.607868 5.57
54192 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Antaly" 48.850091 -12.566205 1.02
54208 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Manonoka" 48.669363 -12.45114 1.48
54219 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Tendro" 49.548229 -12.408169 3.05
54221 "Madagascar and the Indian Ocean Islands" "COM" "Comoros" "Mozambique Channel Islands" "Chissioua Kanzoni" 43.665802 -12.406276 2.45
54222 "Madagascar and the Indian Ocean Islands" "COM" "Comoros" "Mozambique Channel Islands" "Chissioua Ouenefou" 43.706291 -12.403522 1.86
54230 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Valiha" 48.706234 -12.385174 2.39
54254 "Madagascar and the Indian Ocean Islands" "COM" "Comoros" "Mozambique Channel Islands" "Chissioua Bouelamiradji" 43.734357 -12.322965 212.09
54259 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Hara" 49.010505 -12.242823 3.21
54274 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Nosy Antaly-Be" 49.365547 -12.134405 1.33
54277 "Madagascar and the Indian Ocean Islands" "COM" "Comoros" "Mozambique Channel Islands" "Ndzuwani" 44.436436 -12.222163 432.08
54284 "Madagascar and the Indian Ocean Islands" "MDG" "Madagascar" "Madagascar" "Madagascar" 46.696664 -19.381883 590547.38
54294 "Madagascar and the Indian Ocean Islands" "COM" "Comoros" "Mozambique Channel Islands" "Grande Comore" 43.354209 -11.662581 1021.61
54371 "Madagascar and the Indian Ocean Islands" "SYC" "Seychelles" "Seychelles" "South Island" 46.385752 -9.441821 119.89
54372 "Madagascar and the Indian Ocean Islands" "SYC" "Seychelles" "Seychelles" "West Island" 46.222158 -9.38619 10.17
54422 "Madagascar and the Indian Ocean Islands" "TZA" "Tanzania" NA "Mafia Island" 39.77276 -7.855588 443.24
54579 "Madagascar and the Indian Ocean Islands" "TZA" "Tanzania" "Zanzibar Archipelago" "Kojani Island" 39.856364 -5.08227 13.23
54590 "Madagascar and the Indian Ocean Islands" "TZA" "Tanzania" "Zanzibar Archipelago" "Shadowa" 39.757749 -5.167745 987.08
54618 "Madagascar and the Indian Ocean Islands" "SYC" "Seychelles" "Seychelles" "Saint Anne Island" 55.501058 -4.607185 1.46
54621 "Madagascar and the Indian Ocean Islands" "SYC" "Seychelles" "Seychelles" "Fregate" 55.941317 -4.586333 2.3
54624 "Madagascar and the Indian Ocean Islands" "SYC" "Seychelles" "Seychelles" "Mahe" 55.46728 -4.676443 163.01
54628 "Madagascar and the Indian Ocean Islands" "SYC" "Seychelles" "Seychelles" "Silhouette" 55.230665 -4.487211 20.55
54630 "Madagascar and the Indian Ocean Islands" "SYC" "Seychelles" "Seychelles" "Ile du Nord" 55.244573 -4.392996 2.12
54633 "Madagascar and the Indian Ocean Islands" "SYC" "Seychelles" "Seychelles" "La Digue" 55.837878 -4.360895 10.57
54636 "Madagascar and the Indian Ocean Islands" "SYC" "Seychelles" "Seychelles" "Felicite Island" 55.874865 -4.328061 2.88
54638 "Madagascar and the Indian Ocean Islands" "SYC" "Seychelles" "Seychelles" "Praslin" 55.730145 -4.32388 39.32
54641 "Madagascar and the Indian Ocean Islands" "SYC" "Seychelles" "Seychelles" "Curieuse" 55.725234 -4.282818 3.35
54803 "Gulf of Guinea Islands" "STP" "Sao Tome and Principe" "Sao Tome and Principe" "Ilha de Sao Tome" 6.602256 0.238989 854.8
54831 "Gulf of Guinea Islands" "GNQ" "Equatorial Guinea" "Bioko" "Isla de Bioko" 8.684245 3.495361 1950.46
58136 "Sundaland" "IND" "India" "Andaman and Nicobar Islands" "Kondul Island" 93.713642 7.21724 1.89
58137 "Sundaland" "IND" "India" "Andaman and Nicobar Islands" "Great Nicobar Island" 93.806637 7.025677 947.91
58141 "Sundaland" "IND" "India" "Andaman and Nicobar Islands" NA 93.688713 7.402835 1.2
58142 "Sundaland" "IND" "India" "Andaman and Nicobar Islands" "Little Nicobar Island" 93.684423 7.335958 146.03
58152 "Sri Lanka" "LKA" "Sri Lanka" "Sri Lanka" "Buffalo Island" 81.698702 7.688862 5.15
58153 "Sri Lanka" "LKA" "Sri Lanka" "Sri Lanka" "Bone Island" 81.694103 7.709616 1.41
58154 "Sri Lanka" "LKA" "Sri Lanka" "Sri Lanka" NA 81.764406 7.600777 71.57
58161 "Sundaland" "IND" "India" "Andaman and Nicobar Islands" "Katchall Island" 93.386238 7.946989 161.13
58162 "Sundaland" "IND" "India" "Andaman and Nicobar Islands" "Nancowry Island" 93.552299 7.981356 50.23
58166 "Sundaland" "IND" "India" "Andaman and Nicobar Islands" NA 93.582627 8.083673 17.79
58180 "Sundaland" "IND" "India" "Andaman and Nicobar Islands" "Camorta Island" 93.503842 8.127265 138.59
58182 "Sundaland" "IND" "India" "Andaman and Nicobar Islands" "Bompoka Island" 93.235804 8.242967 10.47
58189 "Sri Lanka" "LKA" "Sri Lanka" "Sri Lanka" NA 79.750699 8.270803 7.76
58194 "Sundaland" "IND" "India" "Andaman and Nicobar Islands" "Tarasa Dwip" 93.130675 8.269008 91.78
58211 "Sundaland" "IND" "India" "Andaman and Nicobar Islands" "Tillanchang Dwip" 93.62551 8.498525 16.76
58253 "Sundaland" "IND" "India" "Andaman and Nicobar Islands" "Car Nicobar Island" 92.775882 9.175537 129.97
58267 "Sri Lanka" "LKA" "Sri Lanka" "Sri Lanka" NA 80.603489 9.467514 2.71
58328 "Sri Lanka" "LKA" "Sri Lanka" "Sri Lanka" "Sri Lanka" 80.699331 7.615577 65538.62
58380 "Indo-Burma" "IND" "India" "Andaman and Nicobar Islands" "South Sentinel Island" 92.222082 10.977964 1.28
58403 "Indo-Burma" "IND" "India" "Andaman and Nicobar Islands" NA 92.640332 11.418195 123.23
58428 "Indo-Burma" "IND" "India" "Andaman and Nicobar Islands" NA 92.728232 11.950398 1.2
58464 "Indo-Burma" "IND" "India" "Andaman and Nicobar Islands" "Henry Lawrence Island" 93.068865 12.146353 53.78
58468 "Indo-Burma" "IND" "India" "Andaman and Nicobar Islands" "Sandy Island" 92.670634 11.851999 1264.52
58469 "Indo-Burma" "IND" "India" "Andaman and Nicobar Islands" "Baratang Island" 92.744265 12.207285 22.16
58480 "Indo-Burma" "IND" "India" "Andaman and Nicobar Islands" NA 92.742031 12.268503 2.84
58482 "Indo-Burma" "IND" "India" "Andaman and Nicobar Islands" NA 92.761557 12.279653 3.09
58486 "Indo-Burma" "IND" "India" "Andaman and Nicobar Islands" "Spike Island" 92.711109 12.271471 10.13
58489 "Indo-Burma" "IND" "India" "Andaman and Nicobar Islands" NA 92.806135 12.207264 244.66
58491 "Indo-Burma" "IND" "India" "Andaman and Nicobar Islands" "Barren Island" 93.846576 12.272438 41.11
58535 "Indo-Burma" "IND" "India" "Andaman and Nicobar Islands" "Middle Andaman" 92.830197 12.602266 1500.5
58537 "Indo-Burma" "IND" "India" "Andaman and Nicobar Islands" NA 92.870913 12.926072 3.61
58562 "Indo-Burma" "IND" "India" "Andaman and Nicobar Islands" "Chatham Island" 93.017955 13.316961 2.27
58593 "Indo-Burma" "IND" "India" "Andaman and Nicobar Islands" "North Andaman" 92.928849 13.2343 1328.63
58827 "Polynesia-Micronesia" "MNP" "Northern Mariana Islands" "Mariana Islands" "Asuncion Island" 145.419245 19.683117 18.85
58844 "Polynesia-Micronesia" "MNP" "Northern Mariana Islands" "Mariana Islands" "East Island" 145.228826 20.020523 2.73
58859 "Philippines" "PHL" "Philippines" "Malay Archipelago" "Sabtang Island" 121.860858 20.308906 35.05
58864 "Philippines" "PHL" "Philippines" "Malay Archipelago" "Batan Island" 121.967439 20.419087 73.56
59132 "Indo-Burma" "VNM" "Vietnam" NA "Dao Cat Ba" 107.005822 20.800673 178.6
59963 "Taiwan" "TWN" "Taiwan" "Taiwan" NA 120.288926 22.586902 4.73
59987 "Taiwan" "TWN" "Taiwan" "Taiwan" "Lu Dao" 121.490499 22.660052 16.82
60161 "Japan" "JPN" "Japan" "Japan" "Hateruma-jima" 123.782183 24.05851 13.28
60162 "Taiwan" "TWN" "Taiwan" "Taiwan" NA 120.390851 24.072224 13
60171 "Japan" "JPN" "Japan" "Bonin Islands" "Minami-io-jima" 141.46319 24.235354 3.61
60172 "Japan" "JPN" "Japan" "Japan" "Kuro-shima" 124.010534 24.237904 10.74
60175 "Japan" "JPN" "Japan" "Japan" "Taketomi-shima" 124.088119 24.325062 5.81
60178 "Japan" "JPN" "Japan" "Japan" "Obama-jima" 123.98022 24.339305 8.2
60195 "Japan" "JPN" "Japan" "Japan" "Iriomote-jima" 123.814688 24.335813 291.46
60200 "Japan" "JPN" "Japan" "Japan" "Okidaito-jima" 131.18832 24.467275 1.36
60201 "Japan" "JPN" "Japan" "Japan" "Yonaguni-jima" 122.988732 24.455253 29.88
60202 "Japan" "JPN" "Japan" "Japan" "Hatoma-jima" 123.820056 24.472522 1.11
60213 "Japan" "JPN" "Japan" "Japan" "Ishigaki-jima" 124.205545 24.433381 229.98
60220 "Japan" "JPN" "Japan" "Japan" "Tarama-shima" 124.699288 24.656982 20.48
60231 "Japan" "JPN" "Japan" "Bonin Islands" "Io-to" 141.317206 24.782506 22.72
60240 "Taiwan" "TWN" "Taiwan" "Taiwan" "Guishan Dao" 121.951666 24.842593 2.87
60243 "Japan" "JPN" "Japan" "Japan" "Irabu-jima" 125.179153 24.829506 40.72
60247 "Japan" "JPN" "Japan" "Japan" "Miyako-jima" 125.332376 24.774041 164.79
60330 "Taiwan" "TWN" "Taiwan" "Taiwan" "Guanghua Dao" 120.97359 23.751432 35970.39
60384 "Japan" "JPN" "Japan" "Bonin Islands" "Kita-io-jima" 141.282652 25.433157 6.16
60467 "Japan" "JPN" "Japan" "Japan" "Minami-daito-jima" 131.242729 25.843178 31.61
60472 "Japan" "JPN" "Japan" "Japan" "Kitadaito-jima" 131.307262 25.94437 12.31
60499 "Japan" "JPN" "Japan" "Japan" "Geruma-jima" 127.289345 26.181625 1.34
60504 "Japan" "JPN" "Japan" "Japan" "Aka-jima" 127.278968 26.198623 4.16
60511 "Japan" "JPN" "Japan" "Japan" "Tokashiki-jima" 127.356214 26.188553 16.73
60533 "Japan" "JPN" "Japan" "Japan" "Tsuken-jima" 127.941502 26.252339 2.1
60570 "Japan" "JPN" "Japan" "Japan" "Tonaki-jima" 127.147575 26.364512 3.95
60574 "Japan" "JPN" "Japan" "Japan" "Kume-jima" 126.773293 26.349982 60.61
60636 "Japan" "JPN" "Japan" "Japan" "Sesoko-shima" 127.864001 26.643909 3.21
60641 "Japan" "JPN" "Japan" "Japan" "Yagaji-jima" 128.01317 26.663641 8.27
60658 "Japan" "JPN" "Japan" "Bonin Islands" "Haha-jima" 142.157199 26.667203 22.49
60661 "Japan" "JPN" "Japan" "Japan" "Ie-shima" 127.789584 26.721622 23.33
60681 "Japan" "JPN" "Japan" "Japan" "Miyagi-jima" 127.959792 26.493709 1233.91
60715 "Japan" "JPN" "Japan" "Japan" "Yoron-jima" 128.430591 27.042778 20.89
60717 "Japan" "JPN" "Japan" "Japan" "Iheya-shima" 127.969979 27.046358 23.36
60742 "Japan" "JPN" "Japan" "Japan" "Okino-erabu-shima" 128.597494 27.380304 94.98
60826 "Japan" "JPN" "Japan" "Japan" "Tokuno-shima" 128.948928 27.773461 253.09
60881 "Japan" "JPN" "Japan" "Japan" "Kakeroma-jima" 129.257393 28.123869 79.84
60926 "Japan" "JPN" "Japan" "Japan" "Kikaiga-shima" 129.97242 28.323027 59.49
